Item ID,Item_Description,Category,Year_Month_Str,Actual,Baseline_Predicted,Method,GB_Predicted
S23-LMFPSS-REDD,PU Leather Multi-function Passport Holder - Red,Travel,2025-09,2,2.1,"ARIMA(1,1,1)",1.9
S23-LMFPSS-REDD,PU Leather Multi-function Passport Holder - Red,Travel,2025-10,5,2.6,"ARIMA(1,1,1)",5.1
S23-LMFPSS-REDD,PU Leather Multi-function Passport Holder - Red,Travel,2025-11,5,4.7,"ARIMA(1,1,1)",5.4
S23-LMFPSS-REDD,PU Leather Multi-function Passport Holder - Red,Travel,2025-12,2,4.8,"ARIMA(1,1,1)",1.9
S23-LMFPSS-REDD,PU Leather Multi-function Passport Holder - Red,Travel,2026-01,1,2.7,"ARIMA(1,1,1)",0.9
S23-SEMBOB-CCND,Sembo Block Set 3D Puzzle - City Street - Candy Store,Toys,2025-12,1,1.0,Naive,0.6
S24-APDCSE-HBP2,Airpod Case - Headset Lock Style - Black - Pro 2nd Gen,Wallets & Cases,2025-09,1,1.3,SMA(3),1.0
S24-APDCSE-HBP2,Airpod Case - Headset Lock Style - Black - Pro 2nd Gen,Wallets & Cases,2025-10,1,1.3,SMA(3),1.0
S24-APDCSE-HBR3,Airpod Case - Headset Lock Style - Black - Regular 3rd Gen,Wallets & Cases,2025-07,1,1.7,SMA(3),1.0
S24-APDCSE-HBR3,Airpod Case - Headset Lock Style - Black - Regular 3rd Gen,Wallets & Cases,2026-01,1,1.7,SMA(3),1.1
S24-APDCSE-HRP2,Airpod Case - Headset Lock Style - Black/Red - Pro 3rd Gen,Wallets & Cases,2025-07,1,1.0,SMA(3),1.0
S24-APDCSE-HRP2,Airpod Case - Headset Lock Style - Black/Red - Pro 3rd Gen,Wallets & Cases,2025-10,1,1.0,SMA(3),1.0
S24-APDCSE-HRR3,Airpod Case - Headset Lock Style - Black/Red - Regular 3rd Gen,Wallets & Cases,2025-07,1,1.3,SMA(3),1.0
S24-APDCSE-HRR3,Airpod Case - Headset Lock Style - Black/Red - Regular 3rd Gen,Wallets & Cases,2025-08,2,1.3,SMA(3),1.9
S24-APDCSE-HRR3,Airpod Case - Headset Lock Style - Black/Red - Regular 3rd Gen,Wallets & Cases,2025-09,2,1.3,SMA(3),1.8
S24-LDHAMP-LDAG,Laundry Hamper - Large Drawstring Animal Graffiti,Organizers,2025-08,1,1.0,SMA(3),1.0
S24-LDHAMP-LDAG,Laundry Hamper - Large Drawstring Animal Graffiti,Organizers,2025-11,2,1.0,SMA(3),1.9
S24-LDHAMP-LDAG,Laundry Hamper - Large Drawstring Animal Graffiti,Organizers,2025-12,1,1.3,SMA(3),1.0
S24-LDHAMP-LDAG,Laundry Hamper - Large Drawstring Animal Graffiti,Organizers,2026-01,2,1.3,SMA(3),1.9
S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,Organizers,2025-07,2,2.0,SMA(3),1.8
S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,Organizers,2025-08,5,1.7,SMA(3),4.9
S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,Organizers,2025-09,2,3.0,SMA(3),1.9
S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,Organizers,2025-10,3,3.0,SMA(3),3.0
S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,Organizers,2025-11,1,3.3,SMA(3),1.0
S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,Organizers,2025-12,1,2.0,SMA(3),1.0
S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,Organizers,2026-01,4,1.7,SMA(3),5.7
S24-LDPOD4-NEUT,Travel Liquid Dispenser Pods (Set of 4) - Neutral,Travel,2025-07,5,3.8,"ARIMA(1,1,1)",4.7
S24-LDPOD4-NEUT,Travel Liquid Dispenser Pods (Set of 4) - Neutral,Travel,2025-08,10,4.8,"ARIMA(1,1,1)",8.2
S24-LDPOD4-NEUT,Travel Liquid Dispenser Pods (Set of 4) - Neutral,Travel,2025-09,6,9.7,"ARIMA(1,1,1)",6.4
S24-LDPOD4-NEUT,Travel Liquid Dispenser Pods (Set of 4) - Neutral,Travel,2025-11,5,7.4,"ARIMA(1,1,1)",5.3
S24-LDPOD4-NEUT,Travel Liquid Dispenser Pods (Set of 4) - Neutral,Travel,2025-12,6,6.2,"ARIMA(1,1,1)",6.1
S24-LDPOD4-NEUT,Travel Liquid Dispenser Pods (Set of 4) - Neutral,Travel,2026-01,4,6.6,"ARIMA(1,1,1)",4.5
S25-FABORG-PKCK,Fabric Foldable Rectangle Organizer - Pink Checkered,Organizers,2025-07,3,4.0,SMA(3),2.7
S25-FABORG-PKCK,Fabric Foldable Rectangle Organizer - Pink Checkered,Organizers,2025-08,8,4.7,SMA(3),7.6
S25-FABORG-PKCK,Fabric Foldable Rectangle Organizer - Pink Checkered,Organizers,2025-09,11,5.7,SMA(3),9.4
S25-FABORG-PKCK,Fabric Foldable Rectangle Organizer - Pink Checkered,Organizers,2025-10,24,7.3,SMA(3),24.3
S25-FABORG-PKCK,Fabric Foldable Rectangle Organizer - Pink Checkered,Organizers,2025-11,35,14.3,SMA(3),36.3
S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,Organizers,2025-07,20,17.1,"ARIMA(1,1,1)",20.3
S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,Organizers,2025-08,14,20.8,"ARIMA(1,1,1)",13.7
S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,Organizers,2025-09,8,16.4,"ARIMA(1,1,1)",8.1
S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,Organizers,2025-10,10,11.4,"ARIMA(1,1,1)",9.8
S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,Organizers,2025-11,4,12.7,"ARIMA(1,1,1)",3.1
S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,Organizers,2025-12,14,7.7,"ARIMA(1,1,1)",19.3
S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,Organizers,2026-01,15,15.1,"ARIMA(1,1,1)",23.5
S26-MKYHDR-BLCK,Metal Key Holder - Black,Organizers,2025-07,5,6.4,"ARIMA(1,1,1)",5.0
S26-MKYHDR-BLCK,Metal Key Holder - Black,Organizers,2025-08,3,6.3,"ARIMA(1,1,1)",3.1
S26-MKYHDR-BLCK,Metal Key Holder - Black,Organizers,2025-09,5,6.0,"ARIMA(1,1,1)",4.7
S26-MKYHDR-BLCK,Metal Key Holder - Black,Organizers,2025-10,2,5.9,"ARIMA(1,1,1)",2.0
S26-MKYHDR-BLCK,Metal Key Holder - Black,Organizers,2025-11,3,5.4,"ARIMA(1,1,1)",3.1
S26-MKYHDR-BLCK,Metal Key Holder - Black,Organizers,2025-12,12,5.1,"ARIMA(1,1,1)",11.5
S26-MKYHDR-BLCK,Metal Key Holder - Black,Organizers,2026-01,4,5.8,"ARIMA(1,1,1)",4.6
S26-MKYHDR-SLVR,Metal Key Holder - Silver,Organizers,2025-07,4,4.8,"ARIMA(1,1,1)",3.8
S26-MKYHDR-SLVR,Metal Key Holder - Silver,Organizers,2025-08,1,4.8,"ARIMA(1,1,1)",1.1
S26-MKYHDR-SLVR,Metal Key Holder - Silver,Organizers,2025-09,2,4.0,"ARIMA(1,1,1)",1.9
S26-MKYHDR-SLVR,Metal Key Holder - Silver,Organizers,2025-10,2,3.4,"ARIMA(1,1,1)",1.8
S26-MKYHDR-SLVR,Metal Key Holder - Silver,Organizers,2025-11,5,3.1,"ARIMA(1,1,1)",5.0
S26-MKYHDR-SLVR,Metal Key Holder - Silver,Organizers,2025-12,10,3.4,"ARIMA(1,1,1)",8.4
S26-MKYHDR-SLVR,Metal Key Holder - Silver,Organizers,2026-01,4,5.4,"ARIMA(1,1,1)",3.4
S26-MTRSTD-BLCK,Metal Rotatable Cellphone/Tablet Stand - Black,Electronics,2025-07,2,1.3,SMA(3),2.0
S26-MTRSTD-BLCK,Metal Rotatable Cellphone/Tablet Stand - Black,Electronics,2025-08,2,1.7,SMA(3),1.8
S26-MTRSTD-WHTE,Metal Rotatable Cellphone/Tablet Stand - White,Electronics,2025-12,1,1.7,SMA(3),0.9
S26-MTRSTD-WHTE,Metal Rotatable Cellphone/Tablet Stand - White,Electronics,2026-01,1,1.0,SMA(3),1.1
S26-RETRHL-MCR6,Retractable Highlighter - Macaroon Colors - Set of 6,Stationery,2025-07,8,1.0,SMA(3),8.5
S26-RETRHL-MCR6,Retractable Highlighter - Macaroon Colors - Set of 6,Stationery,2025-08,5,3.3,SMA(3),5.1
S26-RETRHL-MCR6,Retractable Highlighter - Macaroon Colors - Set of 6,Stationery,2025-09,4,4.7,SMA(3),3.3
S26-RETRHL-MCR6,Retractable Highlighter - Macaroon Colors - Set of 6,Stationery,2025-10,2,5.7,SMA(3),1.8
S26-RETRHL-MCR6,Retractable Highlighter - Macaroon Colors - Set of 6,Stationery,2025-11,2,3.7,SMA(3),1.8
S26-RETRHL-MCR6,Retractable Highlighter - Macaroon Colors - Set of 6,Stationery,2025-12,6,2.7,SMA(3),5.8
S26-RETRHL-MCR6,Retractable Highlighter - Macaroon Colors - Set of 6,Stationery,2026-01,1,3.3,SMA(3),0.0
S26-RETRHL-NEO6,Retractable Highlighter - Neon Colors - Set of 6,Stationery,2025-07,3,4.0,SMA(3),2.9
S26-RETRHL-NEO6,Retractable Highlighter - Neon Colors - Set of 6,Stationery,2025-08,3,4.0,SMA(3),2.4
S26-RETRHL-NEO6,Retractable Highlighter - Neon Colors - Set of 6,Stationery,2025-09,2,4.3,SMA(3),1.9
S26-RETRHL-NEO6,Retractable Highlighter - Neon Colors - Set of 6,Stationery,2025-11,4,2.7,SMA(3),3.7
S26-RETRHL-NEO6,Retractable Highlighter - Neon Colors - Set of 6,Stationery,2025-12,8,3.0,SMA(3),7.9
S26-RETRHL-NEO6,Retractable Highlighter - Neon Colors - Set of 6,Stationery,2026-01,5,4.7,SMA(3),5.0
S26-RETRHL-SFT6,Retractable Highlighter - Soft Colors - Set of 6,Stationery,2025-07,2,1.3,SMA(3),1.9
S26-RETVNC-SET2,Retro Vinyl Coaster - Set of 2,Home & Living,2025-07,2,2.3,SMA(3),1.9
S26-RETVNC-SET2,Retro Vinyl Coaster - Set of 2,Home & Living,2025-08,1,1.7,SMA(3),0.9
S26-RETVNC-SET2,Retro Vinyl Coaster - Set of 2,Home & Living,2025-10,1,1.3,SMA(3),0.9
S26-RETVNC-SET2,Retro Vinyl Coaster - Set of 2,Home & Living,2025-11,2,1.3,SMA(3),1.9
S26-RETVNC-SET2,Retro Vinyl Coaster - Set of 2,Home & Living,2025-12,13,1.3,SMA(3),12.6
S26-RETVNC-SET2,Retro Vinyl Coaster - Set of 2,Home & Living,2026-01,2,5.3,SMA(3),1.4
S26-RETVNC-SET6,Retro Vinyl Coaster - Set of 6,Home & Living,2025-07,2,7.7,SMA(3),2.6
S26-RETVNC-SET6,Retro Vinyl Coaster - Set of 6,Home & Living,2025-10,2,8.0,SMA(3),2.3
S26-RETVNC-SET6,Retro Vinyl Coaster - Set of 6,Home & Living,2025-11,13,1.7,SMA(3),12.3
S26-RETVNC-SET6,Retro Vinyl Coaster - Set of 6,Home & Living,2025-12,5,5.7,SMA(3),5.2
S26-RFIDMC-HCB2,RFID Card Wallet with Money Clip - Honeycomb Black V2,Wallets & Cases,2026-01,30,63.0,Naive,28.8
S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,Wallets & Cases,2025-07,23,22.1,"ARIMA(1,1,1)",24.6
S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,Wallets & Cases,2025-08,37,24.9,"ARIMA(1,1,1)",36.4
S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,Wallets & Cases,2025-09,45,36.4,"ARIMA(1,1,1)",45.6
S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,Wallets & Cases,2025-10,18,42.2,"ARIMA(1,1,1)",17.3
S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,Wallets & Cases,2025-11,36,28.3,"ARIMA(1,1,1)",35.8
S26-RFIDMC-HCBK,RFID Card Wallet with Money Clip - Honeycomb Black,Wallets & Cases,2025-12,13,37.4,"ARIMA(1,1,1)",12.6
S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,Wallets & Cases,2025-07,15,20.6,"ARIMA(1,1,1)",15.4
S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,Wallets & Cases,2025-08,13,17.6,"ARIMA(1,1,1)",12.9
S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,Wallets & Cases,2025-09,22,16.7,"ARIMA(1,1,1)",20.9
S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,Wallets & Cases,2025-10,7,19.5,"ARIMA(1,1,1)",7.0
S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,Wallets & Cases,2025-11,35,16.2,"ARIMA(1,1,1)",32.0
S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,Wallets & Cases,2025-12,39,17.7,"ARIMA(1,1,1)",38.5
S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,Wallets & Cases,2026-01,1,28.4,"ARIMA(1,1,1)",0.4
S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,Wallets & Cases,2025-07,2,4.6,"ARIMA(1,1,1)",2.0
S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,Wallets & Cases,2025-08,5,4.2,"ARIMA(1,1,1)",4.9
S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,Wallets & Cases,2025-09,4,4.6,"ARIMA(1,1,1)",3.5
S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,Wallets & Cases,2025-10,1,4.7,"ARIMA(1,1,1)",1.1
S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,Wallets & Cases,2025-11,8,4.0,"ARIMA(1,1,1)",8.0
S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,Wallets & Cases,2025-12,14,4.8,"ARIMA(1,1,1)",12.0
S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,Wallets & Cases,2026-01,4,7.9,"ARIMA(1,1,1)",3.1
S26-RFIDMC-PLGN,RFID Card Wallet with Money Clip - Plain Green,Wallets & Cases,2025-07,15,11.9,"ARIMA(1,1,1)",13.0
S26-RFIDMC-PLGN,RFID Card Wallet with Money Clip - Plain Green,Wallets & Cases,2025-08,18,13.0,"ARIMA(1,1,1)",17.8
S26-RFIDMC-PLGN,RFID Card Wallet with Money Clip - Plain Green,Wallets & Cases,2025-09,18,15.5,"ARIMA(1,1,1)",17.5
S26-RFIDMC-PLGN,RFID Card Wallet with Money Clip - Plain Green,Wallets & Cases,2025-10,9,17.1,"ARIMA(1,1,1)",8.0
S26-RFIDMC-PLGN,RFID Card Wallet with Money Clip - Plain Green,Wallets & Cases,2025-11,18,15.1,"ARIMA(1,1,1)",17.9
S26-RFIDMC-PLGN,RFID Card Wallet with Money Clip - Plain Green,Wallets & Cases,2025-12,23,16.4,"ARIMA(1,1,1)",24.0
S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,Wallets & Cases,2025-07,4,26.3,"ARIMA(1,1,1)",3.9
S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,Wallets & Cases,2025-08,3,22.8,"ARIMA(1,1,1)",4.2
S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,Wallets & Cases,2025-09,2,19.8,"ARIMA(1,1,1)",2.0
S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,Wallets & Cases,2025-10,5,17.2,"ARIMA(1,1,1)",5.4
S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,Wallets & Cases,2025-11,6,15.6,"ARIMA(1,1,1)",6.2
S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,Wallets & Cases,2025-12,53,14.7,"ARIMA(1,1,1)",51.9
S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,Wallets & Cases,2026-01,13,17.6,"ARIMA(1,1,1)",13.3
S26-RFIDMC-PLSR,RFID Card Wallet with Money Clip - Plain Silver,Wallets & Cases,2025-07,7,7.0,"ARIMA(1,1,1)",6.7
S26-RFIDMC-PLSR,RFID Card Wallet with Money Clip - Plain Silver,Wallets & Cases,2025-08,8,7.2,"ARIMA(1,1,1)",7.4
S26-RFIDMC-PLSR,RFID Card Wallet with Money Clip - Plain Silver,Wallets & Cases,2025-09,15,7.7,"ARIMA(1,1,1)",15.6
S26-RFIDMC-PLSR,RFID Card Wallet with Money Clip - Plain Silver,Wallets & Cases,2025-11,20,10.9,"ARIMA(1,1,1)",18.1
S26-RFIDMC-PLSR,RFID Card Wallet with Money Clip - Plain Silver,Wallets & Cases,2025-12,20,14.7,"ARIMA(1,1,1)",19.2
S27-APDCSE-HOP2,Airpod Case - Headset Lock Style - Black/Orange - Pro 2nd Gen,Wallets & Cases,2025-11,1,1.0,Naive,1.0
S27-APDCSE-HOR3,Airpod Case - Headset Lock Style - Black/Orange - Regular 3rd Gen,Wallets & Cases,2025-07,1,1.0,SMA(3),1.0
S27-APDCSE-HWP2,Airpod Case - Headset Lock Style - Black/White - Pro 2nd Gen,Wallets & Cases,2025-10,1,1.3,SMA(3),1.0
S27-APDCSE-HWP2,Airpod Case - Headset Lock Style - Black/White - Pro 2nd Gen,Wallets & Cases,2026-01,1,1.3,SMA(3),1.1
S27-APDCSE-HWR3,Airpod Case - Headset Lock Style - Black/White - Regular 3rd Gen,Wallets & Cases,2025-07,1,1.0,SMA(3),1.0
S27-APDCSE-HWR3,Airpod Case - Headset Lock Style - Black/White - Regular 3rd Gen,Wallets & Cases,2025-08,1,1.0,SMA(3),1.0
S27-APDCSE-HWR3,Airpod Case - Headset Lock Style - Black/White - Regular 3rd Gen,Wallets & Cases,2025-12,1,1.0,SMA(3),4.4
S27-APDCSE-SBP2,Airpod Case - Side Lock Style - Black - Pro 2nd Gen,Wallets & Cases,2025-07,3,7.4,"ARIMA(1,1,1)",2.9
S27-APDCSE-SBP2,Airpod Case - Side Lock Style - Black - Pro 2nd Gen,Wallets & Cases,2025-09,1,6.4,"ARIMA(1,1,1)",1.1
S27-APDCSE-SBP2,Airpod Case - Side Lock Style - Black - Pro 2nd Gen,Wallets & Cases,2025-10,1,3.0,"ARIMA(1,1,1)",1.4
S27-APDCSE-SBP2,Airpod Case - Side Lock Style - Black - Pro 2nd Gen,Wallets & Cases,2025-11,4,1.1,"ARIMA(1,1,1)",4.1
S27-APDCSE-SBP2,Airpod Case - Side Lock Style - Black - Pro 2nd Gen,Wallets & Cases,2025-12,5,2.0,"ARIMA(1,1,1)",5.1
S27-APDCSE-SBP2,Airpod Case - Side Lock Style - Black - Pro 2nd Gen,Wallets & Cases,2026-01,3,4.3,"ARIMA(1,1,1)",3.1
S27-APDCSE-SBR3,Airpod Case - Side Lock Style - Black - Regular 3rd Gen,Wallets & Cases,2025-07,2,1.3,SMA(3),2.0
S27-APDCSE-SBR3,Airpod Case - Side Lock Style - Black - Regular 3rd Gen,Wallets & Cases,2025-09,1,1.7,SMA(3),1.1
S27-APDCSE-SBR3,Airpod Case - Side Lock Style - Black - Regular 3rd Gen,Wallets & Cases,2025-11,1,1.3,SMA(3),1.1
S27-APDCSE-SBR3,Airpod Case - Side Lock Style - Black - Regular 3rd Gen,Wallets & Cases,2025-12,2,1.3,SMA(3),1.9
S27-APDCSE-SRP2,Airpod Case - Side Lock Style - Red - Pro 2nd Gen,Wallets & Cases,2025-08,1,2.7,SMA(3),1.0
S27-APDCSE-SRP2,Airpod Case - Side Lock Style - Red - Pro 2nd Gen,Wallets & Cases,2025-09,1,2.7,SMA(3),1.0
S27-APDCSE-SRP2,Airpod Case - Side Lock Style - Red - Pro 2nd Gen,Wallets & Cases,2025-12,3,2.7,SMA(3),2.9
S27-APDCSE-SRR3,Airpod Case - Side Lock Style - Red - Regular 3rd Gen,Wallets & Cases,2025-10,1,1.7,SMA(3),1.0
S27-APDCSE-SRR3,Airpod Case - Side Lock Style - Red - Regular 3rd Gen,Wallets & Cases,2025-12,1,1.3,SMA(3),1.0
S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,Wallets & Cases,2025-07,7,5.6,"ARIMA(1,1,1)",6.9
S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,Wallets & Cases,2025-08,5,5.5,"ARIMA(1,1,1)",4.9
S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,Wallets & Cases,2025-09,4,6.1,"ARIMA(1,1,1)",3.9
S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,Wallets & Cases,2025-10,2,5.3,"ARIMA(1,1,1)",2.1
S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,Wallets & Cases,2025-11,4,3.9,"ARIMA(1,1,1)",3.8
S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,Wallets & Cases,2025-12,8,3.3,"ARIMA(1,1,1)",7.9
S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,Wallets & Cases,2026-01,3,5.0,"ARIMA(1,1,1)",2.8
S27-APDCSE-SWR3,Airpod Case - Side Lock Style - White - Regular 3rd Gen,Wallets & Cases,2025-10,1,1.7,SMA(3),1.1
S27-APDCSE-SWR3,Airpod Case - Side Lock Style - White - Regular 3rd Gen,Wallets & Cases,2025-12,5,1.0,SMA(3),4.7
S27-APDCSE-SWR3,Airpod Case - Side Lock Style - White - Regular 3rd Gen,Wallets & Cases,2026-01,1,2.3,SMA(3),1.1
S27-CKKPWD-50GP,Cockroach Killing Powder - 50g pack,Home & Living,2025-08,3,1.3,SMA(3),2.9
S27-CKKPWD-50GP,Cockroach Killing Powder - 50g pack,Home & Living,2025-09,4,1.7,SMA(3),3.6
S27-CKKPWD-50GP,Cockroach Killing Powder - 50g pack,Home & Living,2025-11,3,2.7,SMA(3),2.9
S27-LMSWS2-BLCK,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Black,Wallets & Cases,2025-07,1,10.3,SMA(3),0.7
S27-LMSWS2-BLCK,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Black,Wallets & Cases,2025-08,2,3.7,SMA(3),2.1
S27-LMSWS2-BRWN,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Brown,Wallets & Cases,2025-07,3,3.7,SMA(3),2.9
S27-LMSWS2-BRWN,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Brown,Wallets & Cases,2025-08,2,4.3,SMA(3),2.1
S27-LMSWS2-BRWN,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Brown,Wallets & Cases,2025-09,3,3.0,SMA(3),3.0
S27-LMSWS2-BRWN,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Brown,Wallets & Cases,2025-10,3,2.7,SMA(3),3.3
S27-LMSWS2-BRWN,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Brown,Wallets & Cases,2025-11,3,2.7,SMA(3),2.6
S27-LMSWS2-NAVY,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Navy,Wallets & Cases,2025-07,2,2.3,SMA(3),2.0
S27-LMSWS2-NAVY,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Navy,Wallets & Cases,2025-08,4,2.0,SMA(3),3.7
S27-LMSWS2-NAVY,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Navy,Wallets & Cases,2025-10,5,3.0,SMA(3),5.1
S27-LMSWS2-NAVY,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Navy,Wallets & Cases,2025-11,1,3.7,SMA(3),0.9
S27-LMSWS2-NAVY,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Navy,Wallets & Cases,2025-12,6,3.3,SMA(3),5.9
S27-LMSWS2-NAVY,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Navy,Wallets & Cases,2026-01,1,4.0,SMA(3),1.1
S27-LMSWS2-PURP,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Purple,Wallets & Cases,2025-07,1,1.7,SMA(3),1.1
S27-LMSWS2-PURP,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Purple,Wallets & Cases,2025-08,1,1.7,SMA(3),1.0
S27-LMSWS2-PURP,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Purple,Wallets & Cases,2025-09,1,1.7,SMA(3),1.0
S27-LMSWS2-PURP,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Purple,Wallets & Cases,2026-01,1,1.0,SMA(3),1.1
S27-LMSWS2-REDD,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Red,Wallets & Cases,2025-07,2,1.0,SMA(3),1.9
S27-LMSWS2-REDD,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Red,Wallets & Cases,2026-01,1,1.3,SMA(3),0.0
S27-LMSWS2-YLLW,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Yellow,Wallets & Cases,2025-09,1,1.0,SMA(3),1.0
S27-MNYCLP-BDLR,Money Clip Steel - Black Dollar Sign,Wallets & Cases,2025-08,2,3.9,"ARIMA(1,1,1)",1.9
S27-MNYCLP-BDLR,Money Clip Steel - Black Dollar Sign,Wallets & Cases,2025-09,4,3.6,"ARIMA(1,1,1)",3.7
S27-MNYCLP-BDLR,Money Clip Steel - Black Dollar Sign,Wallets & Cases,2025-10,3,3.5,"ARIMA(1,1,1)",3.0
S27-MNYCLP-BDLR,Money Clip Steel - Black Dollar Sign,Wallets & Cases,2025-11,2,3.4,"ARIMA(1,1,1)",2.1
S27-MNYCLP-BDLR,Money Clip Steel - Black Dollar Sign,Wallets & Cases,2025-12,3,3.1,"ARIMA(1,1,1)",2.9
S27-PLPPSM-BLCK,PU Leather Passport Holder with Sim Card Holder - Black,Travel,2025-07,2,1.3,SMA(3),1.8
S27-PLPPSM-BLCK,PU Leather Passport Holder with Sim Card Holder - Black,Travel,2025-08,1,1.7,SMA(3),1.0
S27-PLPPSM-DBWN,PU Leather Passport Holder with Sim Card Holder - Dark Brown,Travel,2025-07,1,1.0,SMA(3),1.0
S27-PLPPSM-DBWN,PU Leather Passport Holder with Sim Card Holder - Dark Brown,Travel,2025-10,1,1.0,SMA(3),1.0
S27-SLCAPD-2PCB,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Controller - Black,Wallets & Cases,2025-08,3,3.7,SMA(3),2.9
S27-SLCAPD-2PCB,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Controller - Black,Wallets & Cases,2025-09,3,4.3,SMA(3),2.6
S27-SLCAPD-2PCB,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Controller - Black,Wallets & Cases,2025-10,3,3.3,SMA(3),2.6
S27-SLCAPD-2PCB,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Controller - Black,Wallets & Cases,2025-11,1,3.0,SMA(3),1.1
S27-SLCAPD-2PCB,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Controller - Black,Wallets & Cases,2026-01,3,2.3,SMA(3),2.8
