 , ,,,,,
,Order ID,Item ID,Item Description,Quantity,Unit Price When Sold,Shipment
,1061610811472113,S20-8TBOTS-PINK,8-in-1 Travel Bottle Set - Stupid Little Elephant - Pink,1,103.95,28
,1061610811472113,S29-ISMMPC-PINK,Issey Miyake-like Make up Pouch - Pink,1,133.65,29
,1061602483979254,S20-SLCAPD-P1SW,Silicone Case Bluetooth Earphones - Pro 1st Gen - Switch,1,113.00,47
,1070121970186389,S32-DMPOCH-PINK,Diniwell Makeup Pouch - Pink,2,159.00,43
,1070121970186389,S32-DMPOCH-GRAY,Diniwell Makeup Pouch - Gray,2,159.00,32
,1070121970186389,S32-DMPOCH-GREN,Diniwell Makeup Pouch - Green,2,159.00,32
,1070121970186389,S32-DMPOCH-NAVY,Diniwell Makeup Pouch - Navy,2,159.00,"32, 43"
,1070121970186389,S32-DMPOCH-BKRD,Diniwell Makeup Pouch - Black Red,2,159.00,43
,1070275161792524,S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,1,295.11,47
,1062170691283087,S31-COLTWL-BLUE,Microfiber Cooling Towel (30*80cm)  - Blue,3,28.65,49
,1062170691283087,S31-COLTWL-GREN,Microfiber Cooling Towel (30*80cm)  - Green,2,28.64,44
,1062170691283087,S31-COLTWL-REDD,Microfiber Cooling Towel (30*80cm)  - Red,5,28.64,49
,1062168687486919,S19-FELTFO-LBEG,Felt Foldable Organizer - Large Beige,1,196.40,45
,1070623309348812,S02-TOILOR-PURP,Travel Toiletry Organizer - Purple,5,107.52,30
,1070623309348812,S02-TOILOR-WINE,Travel Toiletry Organizer - Wine,5,107.53,30
,1062410647459444,S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,1,270.76,47
,1062459661400351,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,2,206.68,48
,1062469447212648,S48-MKHRHK-PHON,Metal Key Holder with Hook - Black Honeycomb - Plain Packaging,2,290.65,48
,1062698013810897,S32-MKYHDR-ORNG,Metal Key Holder - Orange,1,81.66,42
,1062698013810897,S26-MKYHDR-BLCK,Metal Key Holder - Black,1,81.66,44
,1062698013810897,S26-MKYHDR-SLVR,Metal Key Holder - Silver,1,81.68,35
,1071105557258240,S16-SLCODR-GRAY,Silicone Coaster Design Drain - Gray,1,41.58,49
,1071105557258240,S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,1,41.58,49
,1071105557258240,S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,1,41.58,49
,1071146729971248,S20-8TBOTS-BLUE,8-in-1 Travel Bottle Set - Stupid Little Elephant - Blue,1,141.95,28
,1062900059302614,S29-ISMMPC-CREM,Issey Miyake-like Make up Pouch - Cream,1,164.14,32
,1062900059302614,S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,1,139.36,40
,1071233787372252,S27-LMSWS2-REDD,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Red,1,181.55,31
,1062939428040414,S26-RFIDMC-HCB2,RFID Card Wallet with Money Clip - Honeycomb Black V2,1,421.01,49
,1071374949155373,S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,1,374.60,31
,1071378533621751,S42-SLCAPD-R4LK,Silicone Case Bluetooth Earphones - 4th Gen - Cliplock Style - Black,1,85.00,42
,1063180407186128,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,197.75,33
,1063213669094034,S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,1,239.00,47
,1063219098643716,S21-LGDCAL-GSOL,Lego DIY Calendar - Green - Soldier,1,199.45,48
,1063455223407674,S20-SLCAPD-P2LR,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Cliplock Style - Red,1,171.65,31
,1063536448624799,S03-WREPRP-STBB,Wire Protector - Starbucks Brown,6,26.13,15
,1071898183292764,S31-GRWBG2-LB07,Gardening Grow Bag Design 2 - Light Brown - 7 Gallon (35*30cm),5,90.50,"47, 48"
,1063644484590597,S31-COLTWL-BLUE,Microfiber Cooling Towel (30*80cm)  - Blue,2,35.04,49
,1063644484590597,S31-COLTWL-DGRY,Microfiber Cooling Towel (30*80cm)  - Dark Gray,1,35.04,48
,1063644484590597,S31-COLTWL-REDD,Microfiber Cooling Towel (30*80cm)  - Red,2,35.04,49
,1063644484590597,S31-COLTWL-GREN,Microfiber Cooling Towel (30*80cm)  - Green,1,35.06,49
,1072114116989857,S27-APDCSE-HWP2,Airpod Case - Headset Lock Style - Black/White - Pro 2nd Gen,1,143.45,32
,1072215932540323,S20-SLCAPD-P1SW,Silicone Case Bluetooth Earphones - Pro 1st Gen - Switch,1,0.00,47
,1063974610960675,S21-LGDCAL-GSOL,Lego DIY Calendar - Green - Soldier,1,244.38,48
,1072404903636654,S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,1,225.80,45
,1072404903636654,S04-WREPRP-SPBB,Wire Protector - Spongebob,1,22.79,20
,1072404903636654,S03-WREPRP-STCH,Wire Protector - Stitch,1,22.79,24
,1072404903636654,S03-WREPRP-ELMO,Wire Protector - Elmo,1,22.79,16
,1064186098820993,S31-GRWBG2-LB07,Gardening Grow Bag Design 2 - Light Brown - 7 Gallon (35*30cm),3,104.40,48
,1072610715864355,S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,1,227.00,49
,1072606557291552,S11-DPCTWL-FCEA,Disposable Compressed Towel - Face Brand A (yifuyan) 20x20,3,49.30,20
,1064268085024021,S30-GRWBG2-BK07,Gardening Grow Bag Design 2 - Black - 7 Gallon (35*30cm),2,91.25,44
,1072658510460846,S28-GRWBG2-GY10,Gardening Grow Bag Design 2 - Gray - 10 Gallon (40*30cm),4,123.00,38
,1072702341641391,S24-LDHAMP-LDBT,Laundry Hamper - Large Drawstring Blue White Triangles,1,201.50,36
,1072739323797448,S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,1,285.00,47
,260101TN1VJFVE,S15-WBKEND-WSR0,Wooden Bookend - Dark Walnut Small Round No Logo,1,121.00,36
,260101TPEBDA19,S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,1,255.00,47
,260101TPEBDA19,S26-MTRSTD-WHTE,Metal Rotatable Cellphone/Tablet Stand - White,1,130.00,28
,260101TQ1MD0DN,S27-LMSWS2-NAVY,Plain Leather Magsafe Snap On Wallet with Stand Design 2 - Navy,1,151.00,37
,260101U0YCH8CM,S30-GRWBG2-BK07,Gardening Grow Bag Design 2 - Black - 7 Gallon (35*30cm),10,65.00,44
,260101U5RVUSF6,S26-RFIDMC-PLBL,RFID Card Wallet with Money Clip - Plain Blue,1,255.00,49
,260101U6CYN9C6,S26-RETRHL-NEO6,Retractable Highlighter - Neon Colors - Set of 6,1,209.00,46
,260101U9S7CQ5D,S43-LDHAMP-LFAM,Laundry Hamper - Large Forest Animals,1,218.00,48
,260101UBFVEA78,S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,1,218.00,45
,260101UCWS4BNU,S28-GRWBG2-LB03,Gardening Grow Bag Design 2 - Light Brown - 3 Gallon (25*22cm),15,50.00,46
,260101UCWS4BNU,S28-GRWBG2-GY05,Gardening Grow Bag Design 2 - Gray - 5 Gallon (30*25cm),12,65.00,48
,260101UKFRQ8MC,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,2,210.00,48
,260101UNU4HFBM,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,210.00,48
,260101UVP379XA,S19-LDHAMP-MACF,Laundry Hamper - Medium Aircraft,1,172.00,41
,260101UVP379XA,S19-LDHAMP-MSBL,Laundry Hamper - Medium Sports Balls,1,172.00,41
,260101V4S5EWPS,S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,1,112.00,45
,260101V867WC4Y,S19-FELTFO-MBLK,Felt Foldable Organizer - Medium Black,1,95.00,48
,260101V98V2119,S19-WBKEND-WLR0,Wooden Bookend - Dark Walnut Large Round No Logo,2,186.00,35
,260101V9TX0RF7,S22-BDSWBP-BLUE,Bird Shaped Self Watering Bulb for Plants - Blue,2,113.00,46
