,,,,,,,
,Order ID,Item ID,Item Description,Quantity,Unit Price When Sold,Shipment,Comments
,240701DGTV1K19,S20-PHWGHA-BLCK,Portable Hanging Digital Weighing Scale - Black,1,168.00,28,
,240701DSCPBWFW,S28-GRWBG2-BK20,Gardening Grow Bag Design 2 - Black - 20 Gallon (50*40cm),1,109.00,34,
,240701DUU5CAJX,S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,1,159.00,31,
,240701E2EEXFSK,S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,4,42.00,30,
,240701E2EEXFSK,S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,4,42.00,22,
,240701E5QYWHCR,S20-8TBOTS-GRAY,8-in-1 Travel Bottle Set - Stupid Little Elephant - Gray,1,99.00,27,
,240701E7JD4K0R,S28-GRWBG2-BK02,Gardening Grow Bag Design 2 - Black - 2 Gallon (20*20cm),1,29.00,34,
,240701E7JD4K0R,S28-GRWBG2-BK05,Gardening Grow Bag Design 2 - Black - 5 Gallon (30*25cm),1,49.00,34,
,240701E7JD4K0R,S28-GRWBG2-BK01,Gardening Grow Bag Design 2 - Black - 1 Gallon (18*15cm) no handle,1,25.00,31,
,240701E7JD4K0R,S30-GRWBG2-BK07,Gardening Grow Bag Design 2 - Black - 7 Gallon (35*30cm),1,59.00,34,
,240701E7VGC7FM,S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,1,199.00,28,
,240701E8DX8QH4,S27-SLCAPD-R3XB,Silicone Case Bluetooth Earphones - 3rd Gen - Xbox Controller,1,69.00,30,
,240701EHT9CTAA,S19-LMFPSS-BLUE,PU Leather Multi-function Passport Holder - Blue,1,119.00,30,
,240701EKTQ9KNH,S28-GRWBG2-LB03,Gardening Grow Bag Design 2 - Light Brown - 3 Gallon (25*22cm),2,45.00,34,
,240701EM5DN1AH,S14-MGSWLT-BRWN,Magsafe Wallet - Brown,1,139.00,30,
,240701ERBVM0EX,S10-LDHAMP-LRBT,Laundry Hamper - Large Rabbit,1,185.00,30,
,240701EREDNUMB,S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,1,239.00,31,
,240701EUWA9ADS,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,2,189.00,33,
,240701EXF8WT6X,S14-CUPCVR-CEOB,Cup Cover - Cat Ears - Orange / Black,1,59.00,27,
,240701EXF8WT6X,S14-CUPCVR-CEPW,Cup Cover - Cat Ears - Pink / White,1,59.00,27,
,240701F1EREEDA,S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,1,329.00,28,
,240701F1EREEDA,S13-FIDGTY-STPB,Fidget Toy - Stripes Black,1,99.00,31,
,240701F2AH8C6T,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,28,
,240701F8SKEVN8,S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,1,159.00,31,
,240701F8UWTKCJ,S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,1,139.00,27,
,240701FBHPEEUJ,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,28,
,240701FBV91E8Q,S19-SLCODR-YLLW,Silicone Coaster Design Drain - Yellow,1,42.00,31,
,240701FBV91E8Q,S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,1,42.00,30,
,240701FBV91E8Q,S16-SLCODR-GRAY,Silicone Coaster Design Drain - Gray,1,42.00,28,
,240701FBV91E8Q,S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,1,42.00,31,
,240701FBV91E8Q,S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,1,42.00,20,
,240701FCHF3KH4,S20-SLCAPD-P1SW,Silicone Case Bluetooth Earphones - Pro 1st Gen - Switch,1,69.00,33,
,240701FGGV243P,S14-MGSWLT-VIOL,Magsafe Wallet - Violet,1,139.00,24,
,240701FHXVHA54,S11-LDHAMP-MCGR,Laundry Hamper - Medium Colorful Graffiti,1,159.00,31,
,240701FHXVHA54,S08-LDHAMP-LOWL,Laundry Hamper - Large Owl,1,199.00,30,
,240701FJ7G5YYW,S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,1,159.00,31,
,240701FN79778J,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,28,
,240701FNBMFP7V,S34-FRNTOL-PINK,Front Pocket Toiletry Organizer - Pink,1,249.00,34,
,240701FVH6KNKS,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,28,
,240701FX8V2EBG,S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,1,199.00,26,
,240701FX8V2EBG,S13-FNAILC-0000,Flat Nailcutter Keychain,1,79.00,28,
,240702FYGMAMXU,S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,1,199.00,30,
,240702G2JSNTJB,S11-DPCTWL-BDYA,Disposable Compressed Towel - Body Brand A (mengzhiling),1,40.00,28,
,240702G2JSNTJB,S31-COLTWL-GRAY,Microfiber Cooling Towel (30*80cm)  - Gray,1,25.00,33,
,240702G2JSNTJB,S31-COLTWL-GREN,Microfiber Cooling Towel (30*80cm)  - Green,1,25.00,33,
,240702G2JSNTJB,S31-COLTWL-PINK,Microfiber Cooling Towel (30*80cm)  - Pink,1,25.00,33,
,240702G2JSNTJB,S23-INFNPL-GRAY,Inflatable Travel Neck Pillow  - Gray,1,88.00,34,
,240702GC6FDRG6,S14-MGSWLT-YLLW,Magsafe Wallet - Yellow,1,139.00,24,
,240702GEJ2024G,S26-RFIDMC-PLGN,RFID Card Wallet with Money Clip - Plain Green,1,239.00,30,
,240702GKVRK94S,S25-LDHAMP-LVDN,Laundry Hamper - Large Dark Blue Varying Dinosaurs,1,195.00,31,
,240702GKYXNAQX,S28-GRWBG2-LB20,Gardening Grow Bag Design 2 - Light Brown - 20 Gallon (50*40cm),2,119.00,34,
,240702GKYXNAQX,S28-GRWBG2-GN03,Gardening Grow Bag Design 2 - Green - 3 Gallon (25*22cm),4,45.00,34,
,240702GQ7AXG9Y,S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,1,199.00,28,
,240702GQFUPX1G,S31-FELTBG-MPNK,Felt Insert Bag with Multi Pockets - Pink Medium (26*20*13cm),1,135.00,31,
,240702GQFUPX1G,S31-FELTBG-SBEG,Felt Insert Bag with Multi Pockets - Beige Small (21*17*13cm),1,118.00,31,
,240702GQFUPX1G,S31-FELTBG-LBEG,Felt Insert Bag with Multi Pockets - Beige Large (28*25*17cm),1,162.00,31,
,240702GSXFG5B6,S13-FNAILC-0000,Flat Nailcutter Keychain,1,79.00,28,
,240702GX3QCB84,S28-GRWBG2-LB05,Gardening Grow Bag Design 2 - Light Brown - 5 Gallon (30*25cm),6,59.00,33,
,240702GY4YNVCT,S02-LDHAMP-LCAT,Laundry Hamper - Large Cat,1,185.00,32,
,240702H31H3UHY,S03-FOLDFL-LBLK,Foldable File Organizer - Large Black,2,89.00,26,
,240702H69GDKXA,S15-LDHAMP-MGFS,Laundry Hamper - Medium Green Fish,1,155.00,31,
,240702H6XNHPKG,S08-LDHAMP-LPDN,Laundry Hamper - Large Pink Dinosaur,1,199.00,33,
,240702H7GX4VGN,S20-SLCAPD-R1SW,Silicone Case Bluetooth Earphones - 3rd Gen - Switch,1,69.00,33,
,240702H7J84VJW,S11-LDHAMP-MGBY,Laundry Hamper - Medium Gray Bunny,1,159.00,31,
,240702H8E1VQHR,S26-RFIDMC-PLSR,RFID Card Wallet with Money Clip - Plain Silver,1,239.00,31,
,240702HC5CDTV0,S19-LDHAMP-MEXC,Laundry Hamper - Medium Excavator,1,159.00,25,
,240702HGHUYTBH,S20-PHWGHA-BLCK,Portable Hanging Digital Weighing Scale - Black,1,168.00,28,
,240702HJFJ5T1B,S28-GRWBG2-BK20,Gardening Grow Bag Design 2 - Black - 20 Gallon (50*40cm),2,109.00,34,
