,,,,,,,
,Order ID,Item ID,Item Description,Quantity,Unit Price When Sold,Shipment,Comments
,2504014Q0RYVVN,S16-DIACO1-SWHT,Diatomite Coaster Design 1 - Hard - Square White,4,45.00,30,
,2504014W2FWV8W,S11-FABORG-WTRE,Fabric Foldable Rectangle Organizer - White Trees,1,25.00,23,
,2504014W2FWV8W,S25-FABORG-PKCK,Fabric Foldable Rectangle Organizer - Pink Checkered,1,25.00,33,
,2504014W2FWV8W,S11-DIACO1-RWHT,Diatomite Coaster Design 1 - Hard - Round White,2,22.50,36,
,2504014WNK696D,S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,1,199.00,30,
,25040153EMJ956,S22-MEDCUT-WTPK,Portable Medicine Box with Pill Cutter - White/Pink,1,50.00,23,
,25040153EMJ956,S30-REVCEB-05ML,Refillable Vacuum Eye Cream Bottle - 5ml,5,20.00,33,
,25040153EMJ956,S31-REVCEB-10ML,Refillable Vacuum Eye Cream Bottle - 10ml,5,25.00,33,
,25040155E11DBJ,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,139.00,30,
,2504015ANNEVFS,S28-SLCAPD-PBR3,Silicone Case Bluetooth Earphones - 3rd Gen - Pokeball,1,69.00,36,
,2504015BWFKCD3,S05-RFIDWL-BLCK,RFID Card Wallet - Black,2,40.00,35,
,2504015H3GFKHA,S02-LDHAMP-LCAT,Laundry Hamper - Large Cat,2,150.00,35,
,2504015QMKE4XN,S15-LDHAMP-MPNT,Laundry Hamper - Medium Pine Tree,1,169.00,31,
,2504015V8VX39S,S27-SLCAPD-2PCG,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Controller - Gray,1,169.00,35,
,25040160XDH59W,S03-LIPBRU-MGRY,Lipstick/Brush Organizer - Medium Gray,1,165.00,3,
,25040164YSF80S,S26-RFIDMC-PLBK,RFID Card Wallet with Money Clip - Plain Black,1,239.00,41,
,25040164YSF80S,S13-MNYCLP-SLVR,Money Clip Steel - Silver,2,39.00,31,
,25040164YSF80S,S13-GELPEN-0000,Gel Pen,24,4.08,17,
,25040165U3YC9B,S28-GRWBG2-BK05,Gardening Grow Bag Design 2 - Black - 5 Gallon (30*25cm),3,49.00,40,
,986714174884915,S10-LDHAMP-SCAT,Laundry Hamper - Small Cats,1,99.00,38,
,986752160124150,S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,1,199.00,35,
,986752160124150,S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,1,25.00,38,
,986767981904516,S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,1,125.00,30,
,979463835200001,S11-DIACO1-RLGN,Diatomite Coaster Design 1 - Hard - Round Light Green,4,29.00,30,
,986806751357469,S27-APDCSE-SWP2,Airpod Case - Side Lock Style - White - Pro 2nd Gen,1,159.00,41,
,986833998991540,S28-GRWBG2-GN10,Gardening Grow Bag Design 2 - Green - 10 Gallon (40*30cm),6,85.00,38,
,979797211702730,S31-LMSWST-PR95,Plain Leather Magsafe Snap On Wallet with Stand - Purple 9.5,1,199.00,41,
,25040279T1W8PH,S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,1,199.00,31,
