 , ,,,,,,
,Order ID,Item ID,Item Description,Quantity,Unit Price When Sold,Shipment,Comments
,250801KRAD8HS6,S21-LGDCAL-OENG,Lego DIY Calendar - Orange - Engineer,1,249.00,44,
,250801M4H3WE0N,S06-LDHAMP-LPNP,Laundry Hamper - Large Pineapple,1,169.00,33,
,250801M4H3WE0N,S21-LDHAMP-LCTV,Laundry Hamper - Large Construction Vehicles,1,199.00,38,
,250801M4H3WE0N,S28-LDHAMP-LBWT,Laundry Hamper - Large Blue White Triangles,1,199.00,33,
,250801M4H3WE0N,S11-FABORG-GWCH,Fabric Foldable Rectangle Organizer - Gray White Checkered,2,25.00,34,
,250801M4H3WE0N,S11-FABORG-YWDI,Fabric Foldable Rectangle Organizer - Yellow White Diamond,2,25.00,19,
,250801M4H3WE0N,S11-FABORG-WBCH,Fabric Foldable Rectangle Organizer - White Black Checkered,2,25.00,23,
,250801M4H3WE0N,S11-FABORG-GYWA,Fabric Foldable Rectangle Organizer - Gray White Chevron,2,25.00,38,
,250801MCGQK5VY,S28-GRWBG2-LB10,Gardening Grow Bag Design 2 - Light Brown - 10 Gallon (40*30cm),5,87.20,42,
,250801MJTJRX84,S08-LDHAMP-LHPB,Laundry Hamper - Large Hippo Balloon,1,199.00,37,
,250801MPVTA6YS,S42-RFIDMC-PGLD,RFID Card Wallet with Money Clip - Plain Gold,1,239.00,44,
,250801MRRJEU9N,S32-RETRHL-NYLW,Retractable Highlighter - Refill - Neon Yellow ,3,14.85,43,
,250801MRRJEU9N,S35-RETRHL-PPK1,Retractable Highlighter - Pen - Neon Pink,1,30.00,35,
,250801MRVBKV13,S19-LDHAMP-XSBS,Laundry Hamper - XS Black White Stripes,1,44.00,36,
,250801MRVBKV13,S20-SLCAPD-R1SW,Silicone Case Bluetooth Earphones - 3rd Gen - Switch,1,69.00,43,
,250801MX4AFT65,S28-GRWBG2-BK10,Gardening Grow Bag Design 2 - Black - 10 Gallon (40*30cm),2,79.00,44,
,250801N0ESP91Y,S20-SLCAPD-R1SW,Silicone Case Bluetooth Earphones - 3rd Gen - Switch,1,69.00,43,
,250801N0ESP91Y,S27-SLCAPD-R3XB,Silicone Case Bluetooth Earphones - 3rd Gen - Xbox Controller,1,69.00,34,
,250801N2PVM9KG,S43-LDHAMP-LFAM,Laundry Hamper - Large Forest Animals,1,199.00,45,
,250801N3G1K7KH,S19-LDHAMP-MEXC,Laundry Hamper - Medium Excavator,1,159.00,35,
,250801N5Q7V0BE,S28-GRWBG2-BK03,Gardening Grow Bag Design 2 - Black - 3 Gallon (25*22cm),4,39.00,42,
,250801N7SREY4G,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,199.00,44,
,250801N7SREY4G,S31-LMSWST-DBLM,Plain Leather Magsafe Snap On Wallet with Stand - Dark Blue 9.5,1,199.00,44,
,250801N92RQWFR,S30-LMSWST-BK95,Plain Leather Magsafe Snap On Wallet with Stand - Black 9.5,1,199.00,44,
,250801N92RQWFR,S31-LMSWST-DBLM,Plain Leather Magsafe Snap On Wallet with Stand - Dark Blue 9.5,1,199.00,44,
,250801N92RQWFR,S31-FELTBG-MPNK,Felt Insert Bag with Multi Pockets - Pink Medium (26*20*13cm),1,140.00,40,
,250801N92RQWFR,S31-FELTBG-LPNK,Felt Insert Bag with Multi Pockets - Pink Large (28*25*17cm),1,189.00,38,
,250801NA6N0EUX,S06-LDHAMP-LPNP,Laundry Hamper - Large Pineapple,1,169.00,33,
,250801NE1E4HEU,S21-LDHAMP-LCTV,Laundry Hamper - Large Construction Vehicles,1,199.00,38,
,250801NHQR6C1H,S27-SLCAPD-2PCB,Silicone Case Bluetooth Earphones - Pro 2nd Gen - Controller - Black,1,169.00,42,
,250801NJ1AAYKD,S26-RFIDMC-PLGY,RFID Card Wallet with Money Clip - Plain Gray,1,239.00,34,
,250801NRJTNHFR,S28-GRWBG2-LB05,Gardening Grow Bag Design 2 - Light Brown - 5 Gallon (30*25cm),1,58.00,38,
,250801NRJTNHFR,S28-GRWBG2-LB10,Gardening Grow Bag Design 2 - Light Brown - 10 Gallon (40*30cm),4,87.25,42,
,250801NVE9RXP1,S13-MNYCLP-GOLD,Money Clip Steel - Gold,1,42.00,31,
,250801P3BUCPGH,S11-FABORG-BWCH,Fabric Foldable Rectangle Organizer - Black White Checkered,1,25.00,37,
,250801P3BUCPGH,S34-PRSBT1-BLUE,10ml Perfume Alcohol Spray Bottle - Blue,1,25.00,37,
,250801P3BUCPGH,S31-LMSWST-BN95,Plain Leather Magsafe Snap On Wallet with Stand - Brown 9.5,1,199.00,43,
,250801P4DJW4AQ,S13-MNYCLP-SLVR,Money Clip Steel - Silver,1,39.00,44,
,250801P4DJW4AQ,S13-MNYCLP-GOLD,Money Clip Steel - Gold,1,42.00,40,
,250802P7KGEJUA,S20-SLCAPD-R1SW,Silicone Case Bluetooth Earphones - 3rd Gen - Switch,1,69.00,43,
,250802P8RTFT06,S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,1,89.00,32,
,250802PAKAJ68U,S20-SLCAPD-R1SW,Silicone Case Bluetooth Earphones - 3rd Gen - Switch,1,69.00,43,
,250802PNXY7EC6,S19-LDHAMP-LSBL,Laundry Hamper - Large Sports Balls,1,199.00,35,
,250802PU5S0U6K,S02-LDHAMP-MWDY,Laundry Hamper - Medium Washday,1,165.00,42,
,250802PU5S0U6K,S10-LDHAMP-SCAT,Laundry Hamper - Small Cats,1,99.00,43,
,250802PUMD8DPB,S19-LDHAMP-LSBL,Laundry Hamper - Large Sports Balls,1,199.00,35,
,250802PUMD8DPB,S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,1,199.00,39,
,250802PUMD8DPB,S21-LDHAMP-LCTV,Laundry Hamper - Large Construction Vehicles,1,199.00,38,
