,,,,,,,
,Order ID,Item ID,Item Description,Quantity,Unit Price When Sold,Shipment,Comments
,2301015XM7UGB8,S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,2,99.00,15,
,23010164TU0Y0S,S10-FOLDFL-LWTN,Foldable File Organizer - Large White No OPP,2,89.00,12,
,2301016G0BCHK3,S10-FOLDFL-LWTN,Foldable File Organizer - Large White No OPP,4,89.00,"12, 15",
,2301016G0BCHK3,S10-FOLDFL-LTRN,Foldable File Organizer - Large Transparent No OPP,4,89.00,12,
,2301016G0BCHK3,S10-FOLDFL-LBLN,Foldable File Organizer - Large Black No OPP,4,89.00,15,
,2301016G0BCHK3,S12-FOLDFL-LAPN,Foldable File Organizer - Large Apricot No OPP,4,89.00,15,
,23010173EJ70WQ,S10-LDHAMP-LRBT,Laundry Hamper - Large Rabbit,1,189.00,15,
,23010175B7UP4E,S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,1,219.00,16,
,2301017A95CDJN,S10-LDHAMP-LRBT,Laundry Hamper - Large Rabbit,1,189.00,15,
,2301017GD00CK1,S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,1,99.00,14,
,2301017HHDAKF7,S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,2,99.00,14,
,2301017MJ20M9S,S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,1,99.00,16,
,2301017P4EQM9A,S04-WBKEND-0RND,Wooden Bookend - No Print Round Corner,1,99.00,15,
,2301017Q2E8FTH,S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,1,189.00,14,
,2301017Q2E8FTH,S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,1,189.00,14,
,2301017Q2E8FTH,S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,1,189.00,14,
,2301017QHETVUR,S10-FOLDFL-LBLN,Foldable File Organizer - Large Black No OPP,1,89.00,15,
,2301017QHETVUR,S12-FOLDFL-LAPN,Foldable File Organizer - Large Apricot No OPP,1,89.00,15,
,2301017QRMKKRE,S06-LDHAMP-LPEN,Laundry Hamper - Large Penguin,1,189.00,14,
,2301017QRMKKRE,S06-LDHAMP-LELE,Laundry Hamper - Large Elephant,1,189.00,14,
,2301017RE76HFM,S11-DIACO1-RLBL,Diatomite Coaster Design 1 - Hard - Round Light Blue,1,25.00,14,
,2301017TV8SSSH,S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,1,199.00,16,
,2301017XQG5EYR,S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,1,195.00,16,
,2301017XQG5EYR,S11-SQTOIL-GRAY,Square Toiletry Organizer - Gray,1,195.00,16,
,23010182KN749S,S02-TOILOR-SKYB,Travel Toiletry Organizer - Sky Blue,1,169.00,16,
,23010183KMM0W4,S02-LDHAMP-LDNO,Laundry Hamper - Large Dinosaur,1,199.00,14,
,230101875U2M0K,S12-FOLDFL-LAPN,Foldable File Organizer - Large Apricot No OPP,3,89.00,15,
,23010187PG429T,S15-LDHAMP-MPFH,Laundry Hamper - Medium Pink Fox Hello,1,159.00,15,
,23010188KPP0KC,S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,1,189.00,14,
,23010189PDNCYV,S06-LDHAMP-LLCW,Laundry Hamper - Large Lion Crown,1,189.00,14,
,2301018AU9EQ9X,S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,1,189.00,14,
,2301018C13PWVQ,S10-FOLDFL-LWTN,Foldable File Organizer - Large White No OPP,1,89.00,15,
,588944537126919,S02-TOILOR-NAVY,Travel Toiletry Organizer - Navy,1,219.00,16,
,585414270470668,S03-FOLDFL-LBLK,Foldable File Organizer - Large Black,1,99.00,15,
,589027342045322,S03-WREPRP-STBW,Wire Protector - Starbucks White,1,25.00,11,
,589027342045322,S14-WREPRP-TTRO,Wire Protector - Totoro,1,29.00,14,
,589027342045322,S04-WBKEND-0SQR,Wooden Bookend - No Print Square Corner,2,99.00,15,
