,,,,,,,
,Order ID,Item ID,Item Description,Quantity,Unit Price When Sold,Shipment,Comments
,2309015QJT6NEJ,S06-LDHAMP-LBDN,Laundry Hamper - Large Blue Dinosaur,1,189.00,19,
,23090169WYFJ28,S09-LPASSH-DBRN,PU Leather Passport Holder - Dark Brown,1,99.00,23,
,2309016G9G67AU,S06-LDHAMP-LHPP,Laundry Hamper - Large Hippo,1,189.00,22,
,2309016KV7U70M,S22-LMSWST-GREN,Plain Leather Magsafe Snap On Wallet with Stand - Green,1,149.00,24,
,2309016KYFQUHG,S19-LMFPSS-BLUE,PU Leather Multi-function Passport Holder - Blue,1,119.00,23,
,2309016KYFQUHG,S19-LMFPSS-SLVR,PU Leather Multi-function Passport Holder - Silver,1,119.00,22,
,2309016MYMSXN4,S05-RFIDWL-GRAY,RFID Card Wallet - Gray,1,55.00,20,
,2309016MYMSXN4,S05-RFIDWL-BLCK,RFID Card Wallet - Black,1,55.00,20,
,2309016P7W5SYU,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,23,
,2309016Q646XSB,S10-FOLDFL-LWTN,Foldable File Organizer - Large White No OPP,4,84.00,18,
,2309016QWU9U8Y,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,23,
,2309016V5T0VYG,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,23,
,2309016WKTG35F,S22-GROWBG-GY10,Gardening Grow Bag - Gray - 10 Gallon (40*30cm),2,89.00,24,
,2309016XUC18AP,S13-MNYCLP-GOLD,Money Clip Steel - Gold,1,39.00,23,
,2309016Y00RU81,S03-FOLDFL-LAPR,Foldable File Organizer - Large Apricot,1,89.00,22,
,2309016Y4EVNJK,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,23,
,2309016YVS1VYE,S16-DIACO1-SWHT,Diatomite Coaster Design 1 - Hard - Square White,1,45.00,23,
,2309016YVS1VYE,S11-DIACO1-RWHT,Diatomite Coaster Design 1 - Hard - Round White,1,45.00,23,
,23090172UV6SP3,S10-LDHAMP-SDIN,Laundry Hamper - Small Dinosaurs,1,99.00,23,
,23090175HYDGAP,S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,4,139.00,20,
,23090175HYDGAP,S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,3,139.00,20,
,23090175HYDGAP,S14-PCTOIL-BLUE,Pouch Toiletry Organizer - Blue,3,139.00,20,
,23090175HYDGAP,S14-PCTOIL-REDD,Pouch Toiletry Organizer - Red,2,139.00,20,
,23090175HYDGAP,S14-PCTOIL-BRWN,Pouch Toiletry Organizer - Brown,2,139.00,20,
,23090175Q2F040,S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,5,42.00,19,
,23090175Q2GWVC,S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,1,139.00,20,
,23090176TWS826,S02-TOILOR-BLAK,Travel Toiletry Organizer - Black,1,199.00,23,
,23090177VYRX3E,S02-TOILOR-GRAY,Travel Toiletry Organizer - Gray,1,199.00,22,
,23090178NFS3YR,S06-WBKEND-NRND,Wooden Bookend - Nature Round Corner,2,99.00,20,
,2309017BAATB6U,S22-CEJTWT-DBWN,Card Ejector with Leather Wallet - Dark Brown,1,199.00,22,
,2309017CG33FJS,S11-SQTOIL-BLCK,Square Toiletry Organizer - Black,1,199.00,23,
,2309017E1SUGR0,S02-LDHAMP-LCAT,Laundry Hamper - Large Cat,1,189.00,25,
